"firstname";"sex";"spread";"med";"count";"position";"year"
"Marcello";"m";2;1;1;1;2010
"Marcello";"m";2;1;1;1;2012
"Marcello";"m";2;1;4;1;2013
"Marcello";"m";2;1;1;1;2014
"Marcello";"m";2;1;3;1;2017
"Marcellus";"m";0;1;1;1;2010
"Marcelo";"m";0;1;1;1;2012
"Marcelo";"m";0;1;1;1;2016
"Marcelo";"m";0;1;1;1;2017
"Marcelo";"m";0;1;1;1;2018
"Marciano";"m";0;1;1;1;2014
"Marcin";"m";0;1;1;1;2010
"Marcin";"m";0;1;1;1;2013
"Marcin";"m";0;1;1;1;2014
"Marcin";"m";0;1;1;1;2015
"Marcin";"m";0;1;2;1;2016
"Marcio";"m";0;1;1;1;2012
"Marco";"m";2;8;14;1;2010
"Marco";"m";2;8;8;1;2011
"Marco";"m";2;8;9;1;2012
"Marco";"m";2;8;6;1;2013
"Marco";"m";2;8;5;1;2014
"Marco";"m";2;8;8;1;2015
"Marco";"m";2;8;8;1;2016
"Marco";"m";2;8;6;1;2017
"Marco";"m";2;8;5;1;2018
"Marcos";"m";0;1;1;1;2014
"Marcus";"m";1;3;4;1;2010
"Marcus";"m";1;3;4;1;2011
"Marcus";"m";1;3;3;1;2012
"Marcus";"m";1;3;3;1;2013
"Marcus";"m";1;3;3;1;2014
"Marcus";"m";1;3;2;1;2015
"Marcus";"m";1;3;2;1;2016
"Marcus";"m";1;3;1;1;2017
"Marcus";"m";1;3;1;1;2018
"Mard";"m";0;1;1;1;2010
"Mard";"m";0;1;1;1;2016
"Mardan";"m";0;1;1;1;2015
"Mardan";"w";0;1;1;1;2013
"Mardin";"m";0;1;1;1;2017
"Mardiros";"m";0;1;1;1;2011
"Mardjane";"w";0;1;1;1;2017
"Mare";"m";0;1;1;1;2014
"Mare";"m";0;1;1;1;2015
"Mareen";"w";0;1;1;1;2011
"Mareen";"w";0;1;1;1;2012
"Marei";"w";0;1;1;1;2010
"Marei";"w";0;1;1;1;2014
"Marei";"w";0;1;1;1;2015
"Mareike";"w";0.5;1;1;1;2011
"Mareike";"w";0.5;1;1;1;2013
"Mareike";"w";0.5;1;3;1;2016
"Mareike";"w";0.5;1;1;1;2018
"Mareile";"w";0;1;1;1;2010
"Mareile";"w";0;1;1;1;2016
"Marek";"m";1.5;1;2;1;2010
"Marek";"m";1.5;1;4;1;2011
"Marek";"m";1.5;1;1;1;2012
"Marek";"m";1.5;1;1;1;2014
"Marek";"m";1.5;1;1;1;2015
"Marek";"m";1.5;1;3;1;2016
"Marek";"m";1.5;1;1;1;2017
"Marek";"w";0;1;1;1;2014
"Marel";"w";0;1;1;1;2014
"Mareli";"w";0;1;1;1;2017
"Marell";"m";0;1;1;1;2012
"Marem";"w";0;1;1;1;2010
"Maren";"w";2;1.5;4;1;2010
"Maren";"w";2;1.5;3;1;2011
"Maren";"w";2;1.5;1;1;2012
"Maren";"w";2;1.5;2;1;2013
"Maren";"w";2;1.5;3;1;2015
"Maren";"w";2;1.5;1;1;2016
"Maren";"w";2;1.5;1;1;2017
"Maren";"w";2;1.5;1;1;2018
"Maresa";"w";0;1;1;1;2012
"Maresa";"w";0;1;1;1;2017
"Marfa";"w";0;1;1;1;2016
"Marga";"w";0;2;2;1;2016
"Margó";"w";0;1;1;1;2010
"Margaret";"w";0;1;1;1;2010
"Margaret";"w";0;1;1;1;2013
"Margaret";"w";0;1;1;1;2014
"Margaret";"w";0;1;1;1;2017
"Margareta";"w";3;3;4;1;2010
"Margareta";"w";3;3;2;1;2011
"Margareta";"w";3;3;4;1;2012
"Margareta";"w";3;3;1;1;2013
"Margareta";"w";3;3;4;1;2014
"Margareta";"w";3;3;6;1;2015
"Margareta";"w";3;3;3;1;2016
"Margareta";"w";3;3;1;1;2017
"Margareta";"w";3;3;1;1;2018
"Margarete";"w";3;9;9;1;2010
"Margarete";"w";3;9;9;1;2011
"Margarete";"w";3;9;8;1;2012
"Margarete";"w";3;9;1;1;2013
"Margarete";"w";3;9;11;1;2014
"Margarete";"w";3;9;10;1;2015
"Margarete";"w";3;9;9;1;2016
"Margarete";"w";3;9;1;1;2017
"Margaretha";"w";1.5;3;4;1;2010
"Margaretha";"w";1.5;3;2;1;2011
"Margaretha";"w";1.5;3;2;1;2012
"Margaretha";"w";1.5;3;4;1;2014
"Margaretha";"w";1.5;3;3;1;2015
"Margaretha";"w";1.5;3;3;1;2016
"Margaretha";"w";1.5;3;1;1;2018
"Margarethe";"w";0.75;2;1;1;2010
"Margarethe";"w";0.75;2;1;1;2011
"Margarethe";"w";0.75;2;5;1;2012
"Margarethe";"w";0.75;2;2;1;2013
"Margarethe";"w";0.75;2;2;1;2014
"Margarethe";"w";0.75;2;4;1;2015
"Margarethe";"w";0.75;2;2;1;2016
"Margarethe";"w";0.75;2;2;1;2017
"Margarita";"w";1;1.5;3;1;2010
"Margarita";"w";1;1.5;1;1;2011
"Margarita";"w";1;1.5;2;1;2012
"Margarita";"w";1;1.5;2;1;2016
"Margarita";"w";1;1.5;1;1;2017
"Margarita";"w";1;1.5;1;1;2018
"Margaux";"w";0;1;1;1;2014
"Margaux";"w";0;1;1;1;2016
"Margherita";"w";0;2;2;1;2012
"Margit";"w";0;1;1;1;2010
"Margit";"w";0;1;1;1;2013
"Margit";"w";0;1;1;1;2014
"Margitta";"w";0.5;1.5;2;1;2011
"Margitta";"w";0.5;1.5;1;1;2013
"Margo";"w";1;2;2;1;2012
"Margo";"w";1;2;1;1;2015
"Margo";"w";1;2;3;1;2016
"Margot";"w";1;1.5;2;1;2010
"Margot";"w";1;1.5;2;1;2011
"Margot";"w";1;1.5;1;1;2013
"Margot";"w";1;1.5;1;1;2015
"Margret";"w";1;1.5;1;1;2011
"Margret";"w";1;1.5;1;1;2012
"Margret";"w";1;1.5;1;1;2013
"Margret";"w";1;1.5;2;1;2014
"Margret";"w";1;1.5;2;1;2015
"Margret";"w";1;1.5;2;1;2016
"Margreta";"w";0;1;1;1;2016
"Margrietje";"w";0;1;1;1;2012
"Marguerite";"w";0;1;1;1;2012
"Mari";"m";0;1;1;1;2013
"Mari";"w";1.5;2;2;1;2010
"Mari";"w";1.5;2;2;1;2011
"Mari";"w";1.5;2;3;1;2012
"Mari";"w";1.5;2;1;1;2013
"Mari";"w";1.5;2;1;1;2014
"Mari";"w";1.5;2;1;1;2015
"Mari";"w";1.5;2;4;1;2016
"Maria";"m";7;12;17;1;2010
"Maria";"m";7;12;21;1;2011
"Maria";"m";7;12;6;1;2012
"Maria";"m";7;12;6;1;2013
"Maria";"m";7;12;15;1;2014
"Maria";"m";7;12;12;1;2015
"Maria";"m";7;12;12;1;2016
"Maria";"w";37;161;161;1;2010
"Maria";"w";37;161;158;1;2011
"Maria";"w";37;161;142;1;2012
"Maria";"w";37;161;174;1;2013
"Maria";"w";37;161;179;1;2014
"Maria";"w";37;161;193;1;2015
"Maria";"w";37;161;195;1;2016
"Maria";"w";37;161;35;1;2017
"Maria";"w";37;161;29;1;2018
"Maria-Anna";"w";0;1;1;1;2013
"Maria-Chiara";"w";0;1;1;1;2015
"Maria-Christina";"w";0;1;1;1;2013
"Maria-Grazia";"w";0;1;1;1;2010
"Maria-Grazia";"w";0;1;1;1;2013
"Maria-Katharina";"w";0;1;1;1;2014
"Maria-Luana";"w";0;1;1;1;2014
"Maria-Roberta";"w";0;1;1;1;2017
"Maria-Victoria";"w";0;1;1;1;2013
"Mariâ";"w";0;1;1;1;2010
"Marié";"w";0;1;1;1;2013
"Marié-Claire";"w";0;1;1;1;2015
"Mariah";"w";0;1;1;1;2013
"Marialuisa";"w";0;1;1;1;2011
"Mariam";"m";0;1;1;1;2015
"Mariam";"m";0;1;1;1;2017
"Mariam";"w";5;4;2;1;2010
"Mariam";"w";5;4;8;1;2011
"Mariam";"w";5;4;1;1;2012
"Mariam";"w";5;4;4;1;2013
"Mariam";"w";5;4;6;1;2014
"Mariam";"w";5;4;3;1;2015
"Mariam";"w";5;4;15;1;2016
"Mariam";"w";5;4;10;1;2017
"Mariam";"w";5;4;3;1;2018
"Mariama";"w";0.5;1;2;1;2011
"Mariama";"w";0.5;1;1;1;2014
"Mariama";"w";0.5;1;1;1;2015
"Mariamawit";"w";0;1;1;1;2014
"Marian";"m";2.5;3;3;1;2010
"Marian";"m";2.5;3;1;1;2011
"Marian";"m";2.5;3;3;1;2012
"Marian";"m";2.5;3;6;1;2013
"Marian";"m";2.5;3;7;1;2014
"Marian";"m";2.5;3;5;1;2015
"Marian";"m";2.5;3;2;1;2016
"Marian";"m";2.5;3;3;1;2018
"Marian";"w";0;1;1;1;2010
"Marian";"w";0;1;1;1;2015
"Marian";"w";0;1;1;1;2018
"Mariana";"w";0.5;2;3;1;2010
"Mariana";"w";0.5;2;2;1;2011
"Mariana";"w";0.5;2;2;1;2012
"Mariana";"w";0.5;2;2;1;2013
"Mariana";"w";0.5;2;2;1;2014
"Mariana";"w";0.5;2;1;1;2016
"Mariana";"w";0.5;2;3;1;2017
"Mariana";"w";0.5;2;1;1;2018
"Mariane";"w";0;1;1;1;2015
"Mariann";"w";0;1;1;1;2013
"Marianna";"w";1;2;1;1;2010
"Marianna";"w";1;2;2;1;2014
"Marianna";"w";1;2;4;1;2015
"Marianna";"w";1;2;3;1;2016
"Marianna";"w";1;2;2;1;2018
"Marianne";"w";2;4;7;1;2010
"Marianne";"w";2;4;4;1;2011
"Marianne";"w";2;4;5;1;2012
"Marianne";"w";2;4;3;1;2013
"Marianne";"w";2;4;1;1;2014
"Marianne";"w";2;4;4;1;2015
"Marianne";"w";2;4;6;1;2016
"Mariano";"m";0.5;1;1;1;2011
"Mariano";"m";0.5;1;2;1;2012
"Mariano";"m";0.5;1;1;1;2017
"Marianov";"m";0;1;1;1;2014
"Marianov";"m";0;1;1;1;2015
"Marianova";"w";0;1;1;1;2010
"Marianova";"w";0;1;1;1;2011
"Marianova";"w";0;1;1;1;2013
"Marianova";"w";0;1;1;1;2014
"Marianova";"w";0;1;1;1;2015
"Maribel";"w";1.5;1;4;1;2011
"Maribel";"w";1.5;1;1;1;2013
"Maribel";"w";1.5;1;1;1;2015
"Maribell";"w";0;1;1;1;2015
"Maribelle";"w";0;1;1;1;2013
"Maricela";"w";0;1;1;1;2010
"Marie";"m";1.25;1.5;1;1;2010
"Marie";"m";1.25;1.5;3;1;2013
"Marie";"m";1.25;1.5;1;1;2014
"Marie";"m";1.25;1.5;2;1;2015
"Marie";"w";37;293;300;1;2010
"Marie";"w";37;293;282;1;2011
"Marie";"w";37;293;293;1;2012
"Marie";"w";37;293;279;1;2013
"Marie";"w";37;293;316;1;2014
"Marie";"w";37;293;338;1;2015
"Marie";"w";37;293;361;1;2016
"Marie";"w";37;293;92;1;2017
"Marie";"w";37;293;104;1;2018
"Marie-Antoinette";"w";0;1;1;1;2015
"Marie-Betsalel";"w";0;1;1;1;2017
"Marie-Christin";"w";0;1;1;1;2017
"Marie-Claire";"w";0;1;1;1;2011
"Marie-Claire";"w";0;1;1;1;2013
"Marie-Elisabeth";"w";0;1;1;1;2014
"Marie-Johanna";"w";0;1;1;1;2016
"Marie-Jolie";"w";0;1;1;1;2015
"Marie-Julié";"w";0;1;1;1;2015
"Marie-Leandre";"w";0;1;1;1;2011
"Marie-Liya";"w";0;1;1;1;2014
"Marie-Lizou";"w";0;1;1;1;2017
"Marie-Lou";"w";0;1;1;1;2018
"Marie-Louise";"w";0;1;1;1;2016
"Marie-Louise";"w";0;1;1;1;2018
"Marie-Luise";"w";0.5;1;2;1;2011
"Marie-Luise";"w";0.5;1;1;1;2012
"Marie-Luise";"w";0.5;1;1;1;2016
"Marie-Raquel";"w";0;1;1;1;2018
"Marie-Sol";"w";0;1;1;1;2013
"Marie-Sophie";"w";0.75;2;3;1;2010
"Marie-Sophie";"w";0.75;2;2;1;2011
"Marie-Sophie";"w";0.75;2;1;1;2012
"Marie-Sophie";"w";0.75;2;2;1;2014
"Marie-Sophie";"w";0.75;2;2;1;2015
"Marie-Sophie";"w";0.75;2;1;1;2016
"Marie-Sue";"w";0;1;1;1;2011
"Marie-Thérèse";"w";0;1;1;1;2011
"Marie-Therese";"w";0;1;1;1;2014
"Marieke";"w";2;2;1;1;2010
"Marieke";"w";2;2;2;1;2011
"Marieke";"w";2;2;3;1;2012
"Marieke";"w";2;2;1;1;2013
"Marieke";"w";2;2;5;1;2014
"Marieke";"w";2;2;1;1;2015
"Marieke";"w";2;2;1;1;2016
"Marieke";"w";2;2;2;1;2017
"Marieke";"w";2;2;3;1;2018
"Mariel";"w";0;1;1;1;2017
"Mariela";"w";0;1;1;1;2012
"Mariela";"w";0;1;1;1;2013
"Mariele";"w";1;1.5;2;1;2011
"Mariele";"w";1;1.5;1;1;2012
"Mariele";"w";1;1.5;2;1;2016
"Mariele";"w";1;1.5;1;1;2017
"Mariella";"w";2;5;5;1;2010
"Mariella";"w";2;5;3;1;2011
"Mariella";"w";2;5;7;1;2012
"Mariella";"w";2;5;4;1;2013
"Mariella";"w";2;5;5;1;2014
"Mariella";"w";2;5;6;1;2015
"Mariella";"w";2;5;12;1;2016
"Mariella";"w";2;5;5;1;2017
"Mariella";"w";2;5;3;1;2018
"Marielle";"w";0;1;1;1;2010
"Marielle";"w";0;1;1;1;2011
"Marielle";"w";0;1;2;1;2012
"Marielle";"w";0;1;1;1;2014
"Marielle";"w";0;1;1;1;2017
"Marielou";"w";0;1;1;1;2013
"Marielou";"w";0;1;1;1;2014
"Marielov";"m";0;1;1;1;2016
"Marielsa";"w";0;1;1;1;2018
"Mariem";"w";0;1;1;1;2010
"Mariem";"w";0;1;1;1;2017
"Mariem";"w";0;1;1;1;2018
"Marieme";"w";0;1;1;1;2010
"Marietta";"w";1.25;1.5;2;1;2010
"Marietta";"w";1.25;1.5;1;1;2012
"Marietta";"w";1.25;1.5;1;1;2013
"Marietta";"w";1.25;1.5;3;1;2014
"Mariette";"w";0;1;1;1;2013
"Marieva";"w";0;1;1;1;2015
"Marievov";"m";0;1;1;1;2016
"Mariie";"w";0;1;1;1;2016
"Marija";"w";2;2;2;1;2010
"Marija";"w";2;2;3;1;2011
"Marija";"w";2;2;3;1;2012
"Marija";"w";2;2;2;1;2013
"Marija";"w";2;2;3;1;2014
"Marija";"w";2;2;3;1;2015
"Marija";"w";2;2;1;1;2016
"Marija";"w";2;2;1;1;2017
"Marija";"w";2;2;1;1;2018
"Marijan";"m";0;1;1;1;2011
"Marijan";"m";0;1;1;1;2015
"Marijan";"m";0;1;1;1;2017
"Marijan";"m";0;1;1;1;2018
"Marijano";"m";0;1;1;1;2017
"Marijke";"w";0;1;1;1;2013
"Marijke";"w";0;1;1;1;2014
"Marijo";"m";0;1;1;1;2010
"Marik";"m";0;1;1;1;2011
"Marika";"w";0.75;2;2;1;2010
"Marika";"w";0.75;2;1;1;2011
"Marika";"w";0.75;2;2;1;2012
"Marika";"w";0.75;2;2;1;2013
"Marika";"w";0.75;2;1;1;2014
"Marika";"w";0.75;2;4;1;2015
"Marike";"w";1;1.5;2;1;2012
"Marike";"w";1;1.5;1;1;2015
"Marike";"w";1;1.5;1;1;2016
"Marike";"w";1;1.5;2;1;2018
"Mariko";"w";0;1;1;1;2010
"Mariko";"w";0;1;1;1;2012
"Mariko";"w";0;1;1;1;2014
"Mariko";"w";0;1;1;1;2015
"Marilea";"w";0;1;1;1;2015
"Marileen";"w";0;1;1;1;2010
"Marileen";"w";0;1;1;1;2017
"Marilen";"w";0.5;1.5;2;1;2010
"Marilen";"w";0.5;1.5;1;1;2018
"Marilena";"w";1;1;1;1;2010
"Marilena";"w";1;1;2;1;2011
"Marilena";"w";1;1;2;1;2012
"Marilena";"w";1;1;1;1;2014
"Marilena";"w";1;1;1;1;2015
"Marilijn";"w";0;1;1;1;2015
"Marilou";"w";0.5;1;1;1;2012
"Marilou";"w";0.5;1;1;1;2013
"Marilou";"w";0.5;1;2;1;2017
"Marilu";"w";0;1;1;1;2015
"Mariluna";"w";0;1;1;1;2012
"Marilyn";"w";0;1;1;1;2014
"Marilyn";"w";0;1;1;1;2015
"Marin";"m";1;2;1;1;2010
"Marin";"m";1;2;2;1;2011
"Marin";"m";1;2;2;1;2013
"Marin";"m";1;2;4;1;2014
"Marin";"m";1;2;1;1;2015
"Marin";"m";1;2;2;1;2016
"Marin";"m";1;2;1;1;2017
"Marin";"m";1;2;2;1;2018
"Marin";"w";0;1;1;1;2011
"Marina";"w";3;6;5;1;2010
"Marina";"w";3;6;6;1;2011
"Marina";"w";3;6;10;1;2012
"Marina";"w";3;6;3;1;2013
"Marina";"w";3;6;6;1;2014
"Marina";"w";3;6;15;1;2015
"Marina";"w";3;6;8;1;2016
"Marina";"w";3;6;5;1;2017
"Marina";"w";3;6;5;1;2018
"Marine";"w";0.5;1.5;1;1;2010
"Marine";"w";0.5;1.5;2;1;2015
"Marinela-Giulia";"w";0;1;1;1;2018
"Marinella";"w";0;1;1;1;2016
"Marinella";"w";0;1;1;1;2018
"Marino";"m";0.5;1.5;2;1;2014
"Marino";"m";0.5;1.5;1;1;2016
"Marinova";"w";0;1;1;1;2016
"Marinus";"m";0;1;1;1;2010
"Marinus";"m";0;1;1;1;2012
"Mario";"m";5;6;3;1;2010
"Mario";"m";5;6;8;1;2011
"Mario";"m";5;6;8;1;2012
"Mario";"m";5;6;8;1;2013
"Mario";"m";5;6;6;1;2014
"Mario";"m";5;6;9;1;2015
"Mario";"m";5;6;6;1;2016
"Mario";"m";5;6;3;1;2017
"Mario";"m";5;6;3;1;2018
"Mario-Stijn";"m";0;1;1;1;2012
"Mariola";"w";0;1;1;1;2010
"Marion";"m";0;1;1;1;2016
"Marion";"w";0;1;1;1;2010
"Marion";"w";0;1;1;1;2011
"Marion";"w";0;1;2;1;2012
"Marion";"w";0;1;1;1;2014
"Marion";"w";0;1;1;1;2015
"Marion";"w";0;1;1;1;2016
"Marion-Carole";"w";0;1;1;1;2010
"Marios";"m";0;1;1;1;2010
"Marios";"m";0;1;1;1;2012
"Marios";"m";0;1;1;1;2013
"Marios";"m";0;1;1;1;2014
"Mariov";"m";0;1;1;1;2013
"Mariposa";"w";0;1;1;1;2014
"Maris";"m";1.5;1;3;1;2010
"Maris";"m";1.5;1;1;1;2012
"Maris";"m";1.5;1;3;1;2013
"Maris";"m";1.5;1;1;1;2014
"Maris";"m";1.5;1;1;1;2015
"Maris";"m";1.5;1;1;1;2017
"Maris";"w";0;1;1;1;2011
"Marisa";"w";1.25;2.5;3;1;2010
"Marisa";"w";1.25;2.5;4;1;2011
"Marisa";"w";1.25;2.5;3;1;2012
"Marisa";"w";1.25;2.5;2;1;2013
"Marisa";"w";1.25;2.5;3;1;2014
"Marisa";"w";1.25;2.5;1;1;2015
"Marisa";"w";1.25;2.5;1;1;2016
"Marisa";"w";1.25;2.5;2;1;2018
"Marisol";"w";2;1;1;1;2010
"Marisol";"w";2;1;1;1;2011
"Marisol";"w";2;1;3;1;2012
"Marisol";"w";2;1;1;1;2013
"Marisol";"w";2;1;1;1;2014
"Marisol";"w";2;1;3;1;2015
"Marisol";"w";2;1;4;1;2016
"Marisol-Maya";"w";0;1;1;1;2015
"Marissa";"w";0.5;2;2;1;2010
"Marissa";"w";0.5;2;1;1;2013
"Marissa";"w";0.5;2;2;1;2016
"Maristella";"w";0;1;1;1;2014
"Marit";"m";0;1;1;1;2010
"Marit";"m";0;1;1;1;2011
"Marit";"w";2.5;7;6;1;2010
"Marit";"w";2.5;7;8;1;2011
"Marit";"w";2.5;7;7;1;2012
"Marit";"w";2.5;7;4;1;2013
"Marit";"w";2.5;7;1;1;2014
"Marit";"w";2.5;7;7;1;2015
"Marit";"w";2.5;7;9;1;2016
"Marita";"w";0.75;1;2;1;2010
"Marita";"w";0.75;1;1;1;2011
"Marita";"w";0.75;1;1;1;2014
"Marita";"w";0.75;1;2;1;2015
"Marita";"w";0.75;1;1;1;2016
"Marita";"w";0.75;1;1;1;2017
"Maritschoi";"w";0;1;1;1;2012
"Marius";"m";6;3;8;1;2010
"Marius";"m";6;3;8;1;2011
"Marius";"m";6;3;7;1;2012
"Marius";"m";6;3;3;1;2013
"Marius";"m";6;3;5;1;2014
"Marius";"m";6;3;3;1;2015
"Marius";"m";6;3;1;1;2016
"Marius";"m";6;3;1;1;2017
"Marius";"m";6;3;1;1;2018
"Mariusz";"m";0;2;2;1;2015
"Mariyam";"w";0;1;1;1;2013
"Mariyan";"w";0;1;1;1;2016
"Mariyana";"w";0;1;1;1;2015
"Mariyanova";"w";0;2;2;1;2015
"Mariye";"w";0;1;1;1;2016
"Mariyoan";"m";0;1;1;1;2015
"Marja";"w";0.5;1.5;2;1;2011
"Marja";"w";0.5;1.5;1;1;2014
"Marjam";"w";0;1;1;1;2011
"Marjam";"w";0;1;1;1;2012
"Marjan";"m";0;1;1;1;2013
"Marjan";"w";0;1;1;1;2011
"Marjan";"w";0;1;1;1;2012
"Marjana";"w";0;1;1;1;2015
"Marjanna";"w";0;1;1;1;2013
"Marje";"w";0;1;1;1;2011
"Marje";"w";0;1;1;1;2013
"Marjula";"w";0;1;1;1;2014
"Mark";"m";3;8;7;1;2010
"Mark";"m";3;8;10;1;2011
"Mark";"m";3;8;9;1;2012
"Mark";"m";3;8;6;1;2013
"Mark";"m";3;8;2;1;2014
"Mark";"m";3;8;6;1;2015
"Mark";"m";3;8;8;1;2016
"Mark";"m";3;8;12;1;2017
"Mark";"m";3;8;8;1;2018
"Marko";"m";4;2;1;1;2010
"Marko";"m";4;2;5;1;2011
"Marko";"m";4;2;5;1;2012
"Marko";"m";4;2;2;1;2013
"Marko";"m";4;2;7;1;2014
"Marko";"m";4;2;1;1;2015
"Marko";"m";4;2;1;1;2016
"Marko";"m";4;2;1;1;2017
"Marko";"m";4;2;7;1;2018
"Markon";"m";0;1;1;1;2017
"Markos";"m";0;1;1;1;2011
"Markos";"m";0;1;1;1;2016
"Markus";"m";2;7;12;1;2010
"Markus";"m";2;7;7;1;2011
"Markus";"m";2;7;3;1;2012
"Markus";"m";2;7;7;1;2013
"Markus";"m";2;7;9;1;2014
"Markus";"m";2;7;7;1;2015
"Markus";"m";2;7;6;1;2016
"Markus";"m";2;7;5;1;2017
"Markus";"m";2;7;1;1;2018
"Marla";"w";3;7;7;1;2010
"Marla";"w";3;7;5;1;2011
"Marla";"w";3;7;4;1;2012
"Marla";"w";3;7;12;1;2013
"Marla";"w";3;7;3;1;2014
"Marla";"w";3;7;7;1;2015
"Marla";"w";3;7;8;1;2016
"Marla";"w";3;7;8;1;2017
"Marla";"w";3;7;8;1;2018
"Marlène";"w";0;1;1;1;2013
"Marlène";"w";0;1;1;1;2014
"Marlène";"w";0;1;1;1;2016
"Marleen";"w";7;10;5;1;2010
"Marleen";"w";7;10;10;1;2011
"Marleen";"w";7;10;13;1;2012
"Marleen";"w";7;10;10;1;2013
"Marleen";"w";7;10;10;1;2014
"Marleen";"w";7;10;16;1;2015
"Marleen";"w";7;10;12;1;2016
"Marleen";"w";7;10;5;1;2017
"Marleen";"w";7;10;4;1;2018
"Marlen";"w";3;4;6;1;2010
"Marlen";"w";3;4;9;1;2011
"Marlen";"w";3;4;2;1;2012
"Marlen";"w";3;4;4;1;2013
"Marlen";"w";3;4;4;1;2014
"Marlen";"w";3;4;4;1;2015
"Marlen";"w";3;4;5;1;2016
"Marlen";"w";3;4;1;1;2017
"Marlen";"w";3;4;1;1;2018
"Marlena";"w";1;4;3;1;2010
"Marlena";"w";1;4;4;1;2011
"Marlena";"w";1;4;4;1;2012
"Marlena";"w";1;4;6;1;2013
"Marlena";"w";1;4;2;1;2014
"Marlena";"w";1;4;6;1;2015
"Marlena";"w";1;4;3;1;2016
"Marlena";"w";1;4;4;1;2017
"Marlena";"w";1;4;4;1;2018
"Marlene";"m";0;1;1;1;2015
"Marlene";"m";0;1;1;1;2016
"Marlene";"w";24;51;29;1;2010
"Marlene";"w";24;51;46;1;2011
"Marlene";"w";24;51;51;1;2012
"Marlene";"w";24;51;62;1;2013
"Marlene";"w";24;51;53;1;2014
"Marlene";"w";24;51;63;1;2015
"Marlene";"w";24;51;62;1;2016
"Marlene";"w";24;51;38;1;2017
"Marlene";"w";24;51;32;1;2018
"Marley";"m";1;2;1;1;2010
"Marley";"m";1;2;2;1;2012
"Marley";"m";1;2;5;1;2013
"Marley";"m";1;2;2;1;2014
"Marley";"m";1;2;1;1;2017
"Marley";"w";0;1;1;1;2011
"Marley";"w";0;1;1;1;2012
"Marley";"w";0;1;2;1;2013
"Marley";"w";0;1;1;1;2014
"Marley";"w";0;1;1;1;2015
"Marley";"w";0;1;1;1;2016
"Marli";"w";0.5;2;1;1;2010
"Marli";"w";0.5;2;2;1;2016
"Marli";"w";0.5;2;2;1;2018
"Marlie";"w";0.5;1;1;1;2013
"Marlie";"w";0.5;1;1;1;2016
"Marlie";"w";0.5;1;2;1;2018
"Marlien";"w";0;1;1;1;2011
"Marlien";"w";0;1;1;1;2017
"Marlien";"w";0;1;1;1;2018
"Marlies";"w";0;1;1;1;2010
"Marlies";"w";0;1;1;1;2011
"Marlies";"w";0;1;1;1;2013
"Marlies";"w";0;1;3;1;2014
"Marlies";"w";0;1;1;1;2015
"Marlies";"w";0;1;1;1;2016
"Marlies";"w";0;1;1;1;2017
"Marlies";"w";0;1;1;1;2018
"Marlila";"w";0;1;1;1;2018
"Marlin";"m";0.5;1;3;1;2010
"Marlin";"m";0.5;1;1;1;2012
"Marlin";"m";0.5;1;1;1;2014
"Marlin";"m";0.5;1;1;1;2018
"Marlin";"w";0;1;1;1;2010
"Marlin";"w";0;1;1;1;2011
"Marlina";"w";0.25;1;1;1;2010
"Marlina";"w";0.25;1;2;1;2011
"Marlina";"w";0.25;1;1;1;2012
"Marlina";"w";0.25;1;1;1;2015
"Marline";"w";0.5;1;2;1;2012
"Marline";"w";0.5;1;1;1;2016
"Marline";"w";0.5;1;1;1;2017
"Marlis";"w";0;1;1;1;2015
"Marlis";"w";0;1;1;1;2017
"Marlisa";"w";0;1;1;1;2014
"Marlo";"m";1.25;1.5;1;1;2010
"Marlo";"m";1.25;1.5;1;1;2011
"Marlo";"m";1.25;1.5;3;1;2012
"Marlo";"m";1.25;1.5;2;1;2013
"Marlo";"m";1.25;1.5;1;1;2014
"Marlo";"m";1.25;1.5;1;1;2015
"Marlo";"m";1.25;1.5;2;1;2017
"Marlo";"m";1.25;1.5;3;1;2018
"Marlon";"m";5;18;24;1;2010
"Marlon";"m";5;18;18;1;2011
"Marlon";"m";5;18;13;1;2012
"Marlon";"m";5;18;15;1;2013
"Marlon";"m";5;18;11;1;2014
"Marlon";"m";5;18;20;1;2015
"Marlon";"m";5;18;20;1;2016
"Marlon";"m";5;18;17;1;2017
"Marlon";"m";5;18;18;1;2018
"Marlon-Mario";"m";0;1;1;1;2015
"Marlou";"m";0;1;1;1;2010
"Marlou";"w";0;1;1;1;2015
"Marlous";"w";0;1;1;1;2016
"Marlow";"m";0;1;1;1;2010
"Marly";"w";0;1;1;1;2011
"Marni";"w";0;1;1;1;2013
"Marnie";"w";0;1;1;1;2012
"Maro";"m";0;1;1;1;2010
"Maro";"m";0;1;1;1;2014
"Maro";"m";0;1;1;1;2017
"Maroge";"m";0;1;1;1;2010
"Maron";"m";0;1;1;1;2012
"Marosch";"m";0;1;1;1;2017
"Marou";"w";0;1;1;1;2015
"Marou";"w";0;1;1;1;2016
"Maroua";"w";0.75;2;2;1;2010
"Maroua";"w";0.75;2;2;1;2012
"Maroua";"w";0.75;2;3;1;2013
"Maroua";"w";0.75;2;1;1;2014
"Maroua";"w";0.75;2;1;1;2016
"Maroua";"w";0.75;2;2;1;2017
"Marouan";"m";0;1;1;1;2014
"Marouane";"m";0.5;1.5;2;1;2013
"Marouane";"m";0.5;1.5;1;1;2018
