"firstname";"sex";"spread";"med";"count";"position";"year"
"Wilhelmine";"w";1.5;3;5;1;2014
"Wilhelmine";"w";1.5;3;3;1;2015
"Wilhelmine";"w";1.5;3;2;1;2016
"Wilhelmus";"m";0;1;1;1;2015
"Wiliams";"m";0;1;1;1;2016
"Wilkins";"m";0;1;1;1;2016
"Wilko";"m";0;1;1;1;2016
"Will";"m";0.5;1.5;1;1;2014
"Will";"m";0.5;1.5;2;1;2015
"Willem";"m";1;3;6;1;2010
"Willem";"m";1;3;1;1;2011
"Willem";"m";1;3;2;1;2012
"Willem";"m";1;3;4;1;2013
"Willem";"m";1;3;3;1;2014
"Willem";"m";1;3;3;1;2015
"Willem";"m";1;3;6;1;2016
"Willem";"m";1;3;3;1;2017
"Willem";"m";1;3;4;1;2018
"Willi";"m";2;4;4;1;2010
"Willi";"m";2;4;4;1;2011
"Willi";"m";2;4;5;1;2012
"Willi";"m";2;4;4;1;2013
"Willi";"m";2;4;6;1;2014
"Willi";"m";2;4;8;1;2015
"Willi";"m";2;4;3;1;2016
"Willi";"m";2;4;2;1;2017
"Willi";"m";2;4;3;1;2018
"William";"m";3;5;5;1;2010
"William";"m";3;5;5;1;2011
"William";"m";3;5;10;1;2012
"William";"m";3;5;2;1;2013
"William";"m";3;5;6;1;2014
"William";"m";3;5;7;1;2015
"William";"m";3;5;11;1;2016
"William";"m";3;5;3;1;2017
"William";"m";3;5;4;1;2018
"William-Finley";"m";0;1;1;1;2015
"William-Luciano";"m";0;1;1;1;2013
"Williamine";"w";0;1;1;1;2015
"Williams";"m";0;1;1;1;2016
"Willy";"m";2;2;1;1;2010
"Willy";"m";2;2;2;1;2012
"Willy";"m";2;2;4;1;2013
"Willy";"m";2;2;3;1;2014
"Willy";"m";2;2;1;1;2015
"Wilm";"m";0;1;1;1;2016
"Wilma";"w";2.25;2;1;1;2010
"Wilma";"w";2.25;2;1;1;2012
"Wilma";"w";2.25;2;2;1;2013
"Wilma";"w";2.25;2;2;1;2014
"Wilma";"w";2.25;2;6;1;2015
"Wilma";"w";2.25;2;4;1;2016
"Wilma";"w";2.25;2;2;1;2017
"Wilma";"w";2.25;2;4;1;2018
"Wilon";"w";0;1;1;1;2015
"Wilson";"m";0;1;1;1;2014
"Wiltrud";"w";0;1;1;1;2010
"Wilu";"m";0;1;1;1;2013
"Wilyam";"m";0;1;1;1;2016
"Wim";"m";1;2;1;1;2010
"Wim";"m";1;2;1;1;2011
"Wim";"m";1;2;1;1;2012
"Wim";"m";1;2;4;1;2013
"Wim";"m";1;2;2;1;2014
"Wim";"m";1;2;5;1;2015
"Wim";"m";1;2;2;1;2016
"Wim";"m";1;2;1;1;2017
"Wim";"m";1;2;2;1;2018
"Win";"m";0;1;1;1;2010
"Wina";"w";0;1;1;1;2010
"Wina";"w";0;1;1;1;2011
"Winas";"w";0;1;1;1;2014
"Winfried";"m";0.25;1;1;1;2011
"Winfried";"m";0.25;1;2;1;2013
"Winfried";"m";0.25;1;1;1;2014
"Winfried";"m";0.25;1;1;1;2016
"Winhold";"m";0;1;1;1;2010
"Wining";"w";0;1;1;1;2015
"Winja";"w";0;1;1;1;2018
"Winka";"w";0;1;1;1;2012
"Winner";"m";0;1;1;1;2011
"Winner";"m";0;1;1;1;2012
"Winner";"m";0;1;1;1;2016
"Winni";"m";0;1;1;1;2018
"Winrich";"m";0;1;1;1;2010
"Winsome";"w";0;1;1;1;2013
"Winta";"w";0;1;1;1;2012
"Winuar";"m";0;1;1;1;2016
"Winy";"w";0;1;1;1;2014
"Wioleta";"w";0;1;1;1;2012
"Wioletta";"w";0;1;1;1;2011
"Wiona";"w";0;1;1;1;2018
"Wirapat";"m";0;1;1;1;2011
"Wisaal";"w";0;1;1;1;2011
"Wisdom";"m";0.25;1;1;1;2010
"Wisdom";"m";0.25;1;2;1;2011
"Wisdom";"m";0.25;1;1;1;2013
"Wisdom";"m";0.25;1;1;1;2014
"Wissal";"w";0;1;1;1;2011
"Wissam";"m";0;1;1;1;2014
"Wissam";"m";0;1;1;1;2016
"Wissem";"m";0;1;1;1;2010
"Witek";"m";0;1;1;1;2015
"Witha";"w";0;2;2;1;2011
"Wito";"m";0;1;1;1;2012
"Witold";"m";0;1;1;1;2010
"Witold";"m";0;1;1;1;2015
"Wittawat";"m";0;1;1;1;2012
"Wlad";"m";0.5;1.5;1;1;2016
"Wlad";"m";0.5;1.5;2;1;2018
"Wladilena";"w";0;1;1;1;2014
"Wladimir";"m";0.25;1;1;1;2012
"Wladimir";"m";0.25;1;2;1;2013
"Wladimir";"m";0.25;1;1;1;2014
"Wladimir";"m";0.25;1;1;1;2016
"Wladislaw";"m";0;1;1;1;2011
"Wladislaw";"m";0;1;1;1;2013
"Wladyslaw";"m";0;1;1;1;2010
"Wladyslaw";"m";0;1;1;1;2012
"Wojciech";"m";0.25;2;1;1;2011
"Wojciech";"m";0.25;2;2;1;2013
"Wojciech";"m";0.25;2;2;1;2015
"Wojciech";"m";0.25;2;2;1;2016
"Wolf";"m";1;1;2;1;2010
"Wolf";"m";1;1;1;1;2012
"Wolf";"m";1;1;1;1;2014
"Wolf";"m";1;1;2;1;2015
"Wolf";"m";1;1;2;1;2016
"Wolf";"m";1;1;1;1;2017
"Wolf";"m";1;1;1;1;2018
"Wolf";"w";0;1;1;1;2015
"Wolf-Dieter";"m";0;1;1;1;2012
"Wolfgang";"m";3;9;7;1;2010
"Wolfgang";"m";3;9;7;1;2011
"Wolfgang";"m";3;9;11;1;2012
"Wolfgang";"m";3;9;7;1;2013
"Wolfgang";"m";3;9;10;1;2014
"Wolfgang";"m";3;9;10;1;2015
"Wolfgang";"m";3;9;9;1;2016
"Wolfram";"m";0.5;1.5;1;1;2010
"Wolfram";"m";0.5;1.5;2;1;2014
"Wolke";"w";0;1;1;1;2010
"Wolke";"w";0;1;1;1;2012
"Wolke";"w";0;1;1;1;2014
"Wolrad";"m";0;1;1;1;2012
"Wonja";"m";0;1;1;1;2011
"Wotan";"m";0;1;1;1;2013
"Wotan";"m";0;1;1;1;2018
"Wouter";"m";0;1;1;1;2015
"Wulf";"m";0;1;1;1;2012
"Wulff";"m";0;1;1;1;2016
"Wurawola";"w";0;1;1;1;2016
"Wyatt";"m";0.25;1;1;1;2010
"Wyatt";"m";0.25;1;1;1;2013
"Wyatt";"m";0.25;1;1;1;2015
"Wyatt";"m";0.25;1;2;1;2016
"Wyn";"m";0;1;1;1;2015
"Wynn";"m";0;1;1;1;2013
"Xènia";"w";0;1;1;1;2012
"Xìn";"w";0;1;1;1;2014
"Xabi";"m";0;1;1;1;2014
"Xabier";"m";0;1;1;1;2013
"Xander";"m";0;1;1;1;2013
"Xane";"w";0;1;1;1;2013
"Xanthia";"w";0;1;1;1;2011
"Xaver";"m";1;1;1;1;2010
"Xaver";"m";1;1;1;1;2011
"Xaver";"m";1;1;1;1;2012
"Xaver";"m";1;1;3;1;2013
"Xaver";"m";1;1;4;1;2014
"Xaver";"m";1;1;1;1;2016
"Xaver";"m";1;1;1;1;2017
"Xavi";"m";0.5;1.5;2;1;2013
"Xavi";"m";0.5;1.5;1;1;2015
"Xavier";"m";1;1.5;2;1;2010
"Xavier";"m";1;1.5;2;1;2012
"Xavier";"m";1;1.5;1;1;2013
"Xavier";"m";1;1.5;3;1;2014
"Xavier";"m";1;1.5;1;1;2015
"Xavier";"m";1;1.5;1;1;2016
"Xena";"w";0;1;1;1;2014
"Xenia";"w";3;2;1;1;2010
"Xenia";"w";3;2;6;1;2011
"Xenia";"w";3;2;1;1;2012
"Xenia";"w";3;2;2;1;2013
"Xenia";"w";3;2;1;1;2014
"Xenia";"w";3;2;2;1;2015
"Xenia";"w";3;2;4;1;2016
"Xenia";"w";3;2;4;1;2017
"Xenia";"w";3;2;2;1;2018
"Xenia-Cornelia";"w";0;1;1;1;2012
"Xenija";"w";0;1;1;1;2016
"Xezal";"w";0;2;2;1;2012
"Xhafer";"m";0;1;1;1;2015
"Xhania";"w";0;1;1;1;2013
"Xheneta";"w";0;1;1;1;2013
"Xhesika";"w";0;1;1;1;2018
"Xhevrije";"w";0;1;1;1;2016
"Xhihana";"w";0;1;1;1;2014
"Xhoana";"w";0;1;1;1;2016
"Xhoel";"m";0;1;1;1;2014
"Xhyros";"m";0;1;1;1;2015
"Xi";"m";0;1;1;1;2010
"Xi";"w";0.5;1;1;1;2010
"Xi";"w";0.5;1;2;1;2012
"Xi";"w";0.5;1;1;1;2014
"Xia";"w";0;1;1;1;2017
"Xian";"m";0;1;1;1;2015
"Xiang";"m";0;1;1;1;2011
"Xiao";"m";0;1;1;1;2014
"Xiao";"w";0;1;1;1;2010
"Xiao";"w";0;1;1;1;2014
"Xiao";"w";0;1;1;1;2016
"Xiaoning";"w";0;1;1;1;2012
"Xiaoou";"w";0;1;1;1;2010
"Xiaoping";"m";0;1;1;1;2011
"Xiaoxin";"w";0;1;1;1;2010
"Ximing";"w";0;1;1;1;2018
"Xin";"w";0;1;1;1;2010
"Xin";"w";0;1;1;1;2011
"Xin";"w";0;1;1;1;2012
"Xin";"w";0;1;1;1;2014
"Xin";"w";0;1;2;1;2016
"Xing";"w";0.5;1.5;1;1;2012
"Xing";"w";0.5;1.5;2;1;2014
"Xinghuo";"m";0;1;1;1;2012
"Xinle";"m";0;1;1;1;2014
"Xinni";"w";0;1;1;1;2012
"Xinning";"w";0;1;1;1;2015
"Xinyi";"w";0;1;1;1;2011
"Xinyu";"m";0;1;1;1;2010
"Xinyu";"w";0;1;1;1;2010
"Xinyue";"w";0;1;1;1;2013
"Xola";"m";0;1;1;1;2011
"Xu";"m";0;1;1;1;2016
"Xuân";"w";0;1;1;1;2015
"Xuan";"m";0;1;1;1;2016
"Xuan";"w";0;1;1;1;2011
"Xuncha";"w";0;1;1;1;2016
"Xuxi";"m";0;1;1;1;2017
"Ya";"w";0;1;1;1;2010
"Ya";"w";0;1;1;1;2014
"Yıldırım";"m";0;1;1;1;2016
"Yılmaz";"m";0;1;1;1;2010
"Yılmaz";"m";0;1;1;1;2013
"Yılmaz";"m";0;1;1;1;2014
"Yücel";"m";0;1;1;1;2012
"Yüksel";"m";0;1;1;1;2010
"Yüksel";"m";0;1;1;1;2012
"Yüsa";"m";0;1;1;1;2011
"Yüsra";"w";0.75;1;1;1;2010
"Yüsra";"w";0.75;1;1;1;2012
"Yüsra";"w";0.75;1;1;1;2013
"Yüsra";"w";0.75;1;3;1;2014
"Yüsra";"w";0.75;1;2;1;2015
"Yüsra";"w";0.75;1;1;1;2017
"Yüyong";"m";0;1;1;1;2012
"Yaa";"w";0;1;1;1;2011
"Yaa";"w";0;1;1;1;2014
"Yaa";"w";0;1;1;1;2016
"Yaël";"w";0;1;1;1;2011
"Yaas";"m";0;1;1;1;2010
"Yağız";"m";0.5;1;1;1;2010
"Yağız";"m";0.5;1;2;1;2012
"Yağız";"m";0.5;1;1;1;2013
"Yağız";"m";0.5;1;1;1;2014
"Yağız";"m";0.5;1;1;1;2016
"Yağız";"m";0.5;1;1;1;2017
"Yağız";"m";0.5;1;2;1;2018
"Yağız";"w";0;1;1;1;2010
"Yağız";"w";0;1;1;1;2016
"Yaşar";"m";1.5;1;1;1;2010
"Yaşar";"m";1.5;1;1;1;2011
"Yaşar";"m";1.5;1;1;1;2012
"Yaşar";"m";1.5;1;3;1;2013
"Yaşar";"m";1.5;1;3;1;2015
"Yaşar";"m";1.5;1;1;1;2016
"Yağmur";"m";0;1;1;1;2012
"Yağmur";"w";4;5;9;1;2010
"Yağmur";"w";4;5;9;1;2011
"Yağmur";"w";4;5;5;1;2012
"Yağmur";"w";4;5;3;1;2013
"Yağmur";"w";4;5;7;1;2014
"Yağmur";"w";4;5;5;1;2015
"Yağmur";"w";4;5;2;1;2016
"Yağmur";"w";4;5;3;1;2017
"Yağmur";"w";4;5;3;1;2018
"Yağnur";"m";0;1;1;1;2010
"Yacine";"m";0;1;1;1;2012
"Yacob";"m";0;1;1;1;2010
"Yacoub";"m";0;1;1;1;2015
"Yacoub";"m";0;1;1;1;2016
"Yacoub";"m";0;1;1;1;2018
"Yacouba";"m";0;1;1;1;2015
"Yad";"m";0;2;2;1;2013
"Yada";"w";0;1;1;1;2014
"Yada";"w";0;1;1;1;2015
"Yada";"w";0;1;1;1;2016
"Yadé";"w";0;1;1;1;2012
"Yade";"w";1.25;1.5;1;1;2010
"Yade";"w";1.25;1.5;1;1;2011
"Yade";"w";1.25;1.5;2;1;2012
"Yade";"w";1.25;1.5;3;1;2013
"Yade";"w";1.25;1.5;5;1;2015
"Yade";"w";1.25;1.5;2;1;2016
"Yade";"w";1.25;1.5;1;1;2017
"Yade";"w";1.25;1.5;1;1;2018
"Yadenur";"w";0;1;1;1;2011
"Yadgar";"m";0;1;1;1;2016
"Yadigar";"w";0;1;1;1;2013
"Yael";"m";0;1;1;1;2015
"Yael";"m";0;1;1;1;2018
"Yael";"w";1;2;1;1;2010
"Yael";"w";1;2;2;1;2011
"Yael";"w";1;2;1;1;2013
"Yael";"w";1;2;3;1;2015
"Yael";"w";1;2;1;1;2016
"Yael";"w";1;2;2;1;2017
"Yael";"w";1;2;2;1;2018
"Yaelle";"w";0;1;1;1;2014
"Yașar";"m";0;1;1;1;2014
"Yagiz";"m";0;1;1;1;2018
"Yagmur";"w";1;1.5;1;1;2010
"Yagmur";"w";1;1.5;1;1;2011
"Yagmur";"w";1;1.5;2;1;2012
"Yagmur";"w";1;1.5;1;1;2014
"Yagmur";"w";1;1.5;2;1;2015
"Yagmur";"w";1;1.5;4;1;2016
"Yago";"m";0.5;1.5;1;1;2011
"Yago";"m";0.5;1.5;2;1;2015
"Yagub";"m";0;1;1;1;2017
"Yahia";"m";0;1;1;1;2011
"Yahia";"m";0;1;1;1;2012
"Yahia";"m";0;1;1;1;2018
"Yahya";"m";2;3;2;1;2010
"Yahya";"m";2;3;2;1;2011
"Yahya";"m";2;3;2;1;2012
"Yahya";"m";2;3;4;1;2013
"Yahya";"m";2;3;3;1;2014
"Yahya";"m";2;3;4;1;2015
"Yahya";"m";2;3;3;1;2016
"Yahya";"m";2;3;6;1;2017
"Yahya";"m";2;3;3;1;2018
"Yahya-Ali";"m";0;1;1;1;2010
"Yakin";"m";0;1;1;1;2012
"Yakob";"m";0;1;1;1;2015
"Yakob";"m";0;1;1;1;2016
"Yakoub";"m";0;1;1;1;2014
"Yakoub";"m";0;1;1;1;2018
"Yakout";"w";0;1;1;1;2018
"Yakub";"m";0.5;2;3;1;2011
"Yakub";"m";0.5;2;1;1;2013
"Yakub";"m";0.5;2;2;1;2016
"Yakub";"m";0.5;2;2;1;2018
"Yakup";"m";1.25;1.5;1;1;2010
"Yakup";"m";1.25;1.5;2;1;2011
"Yakup";"m";1.25;1.5;1;1;2012
"Yakup";"m";1.25;1.5;3;1;2014
"Yakup";"m";1.25;1.5;2;1;2015
"Yakup";"m";1.25;1.5;1;1;2016
"Yakup";"m";1.25;1.5;3;1;2017
"Yakup";"m";1.25;1.5;1;1;2018
"Yalın";"m";0;1;1;1;2012
"Yalçın";"m";0;1;1;1;2017
"Yalda";"w";0;1;1;1;2018
"Yaleidy";"w";0;1;1;1;2012
"Yalil";"m";0;1;1;1;2016
"Yalin";"m";0;1;1;1;2010
"Yalisa";"w";0;1;1;1;2014
"Yam";"w";0;1;1;1;2012
"Yamaç";"m";0;2;2;1;2018
"Yamaan";"m";0;1;1;1;2015
"Yamac";"m";0;1;1;1;2018
"Yaman";"m";0.75;1;1;1;2013
"Yaman";"m";0.75;1;1;1;2014
"Yaman";"m";0.75;1;2;1;2015
"Yaman";"m";0.75;1;1;1;2016
"Yaman";"m";0.75;1;1;1;2017
"Yaman";"m";0.75;1;2;1;2018
"Yaman";"w";0;1;1;1;2011
"Yamato";"m";0;1;1;1;2014
"Yamin";"m";0;1;1;1;2017
"Yamin";"m";0;1;1;1;2018
"Yamina";"w";0.5;1;1;1;2011
"Yamina";"w";0.5;1;1;1;2015
"Yamina";"w";0.5;1;2;1;2017
"Yamino";"m";0;1;1;1;2011
"Yamuna";"w";0;1;1;1;2011
"Yan";"m";0;1;1;1;2010
"Yan";"m";0;1;1;1;2011
"Yan";"m";0;1;1;1;2013
"Yan";"m";0;1;1;1;2014
"Yan";"w";0;1;1;1;2012
"Yan";"w";0;1;1;1;2016
"Yan-Peng";"m";0;1;1;1;2013
"Yana";"w";0;1;2;1;2010
"Yana";"w";0;1;1;1;2012
"Yana";"w";0;1;1;1;2014
"Yana";"w";0;1;1;1;2015
"Yana";"w";0;1;1;1;2016
"Yanah";"w";0;1;1;1;2016
"Yanam";"w";0;1;1;1;2012
"Yanbin";"m";0;1;1;1;2010
"Yandong";"m";0;1;1;1;2014
"Yane";"m";0;1;1;1;2014
"Yanervi";"w";0;1;1;1;2014
"Yang";"m";0;1;1;1;2012
"Yang";"m";0;1;1;1;2015
"Yanglei";"m";0;1;1;1;2018
"Yani";"m";0;1;1;1;2011
"Yanick";"m";0;1;1;1;2014
"Yaniel";"m";0;1;1;1;2011
"Yanik";"m";0;1;1;1;2011
"Yanik";"m";0;1;1;1;2015
"Yanis";"m";0.75;1;1;1;2010
"Yanis";"m";0.75;1;2;1;2011
"Yanis";"m";0.75;1;2;1;2014
"Yanis";"m";0.75;1;1;1;2015
"Yanis";"m";0.75;1;1;1;2017
"Yanis";"m";0.75;1;1;1;2018
"Yaniv";"m";0;1;1;1;2013
"Yanko";"m";0;2;2;1;2018
"Yankov";"m";0;2;2;1;2014
"Yann";"m";1.5;2;2;1;2011
"Yann";"m";1.5;2;3;1;2012
"Yann";"m";1.5;2;1;1;2014
"Yann";"m";1.5;2;2;1;2015
"Yann";"m";1.5;2;3;1;2016
"Yann";"m";1.5;2;1;1;2017
"Yann";"m";1.5;2;1;1;2018
"Yannah";"w";0;1;1;1;2016
"Yannek";"m";0;1;1;1;2010
"Yanni";"w";0;1;1;1;2013
"Yannic";"m";0.5;1;1;1;2012
"Yannic";"m";0.5;1;2;1;2014
"Yannic";"m";0.5;1;1;1;2015
"Yannick";"m";3;8;9;1;2010
"Yannick";"m";3;8;8;1;2011
"Yannick";"m";3;8;6;1;2012
"Yannick";"m";3;8;3;1;2013
"Yannick";"m";3;8;11;1;2014
"Yannick";"m";3;8;13;1;2015
"Yannick";"m";3;8;9;1;2016
"Yannick";"m";3;8;4;1;2017
"Yannick";"m";3;8;6;1;2018
"Yannick-Elias";"m";0;1;1;1;2016
"Yannik";"m";3;4;3;1;2010
"Yannik";"m";3;4;3;1;2011
"Yannik";"m";3;4;1;1;2012
"Yannik";"m";3;4;6;1;2013
"Yannik";"m";3;4;4;1;2014
"Yannik";"m";3;4;9;1;2015
"Yannik";"m";3;4;10;1;2016
"Yannik";"m";3;4;4;1;2017
"Yannik";"m";3;4;4;1;2018
"Yannis";"m";1;1.5;2;1;2010
"Yannis";"m";1;1.5;4;1;2011
"Yannis";"m";1;1.5;2;1;2012
"Yannis";"m";1;1.5;1;1;2014
"Yannis";"m";1;1.5;1;1;2015
"Yannis";"m";1;1.5;1;1;2016
"Yannis";"m";1;1.5;2;1;2017
"Yannis";"m";1;1.5;1;1;2018
"Yano";"m";0;1;1;1;2011
"Yao";"m";0;1;1;1;2010
"Yao";"w";0;1;1;1;2012
"Yaojun";"w";0;1;1;1;2011
"Yaprak";"w";0;1;1;1;2011
"Yaprak";"w";0;1;1;1;2014
"Yaprak";"w";0;1;1;1;2015
"Yaqin";"w";0;1;1;1;2011
"Yaqoub";"m";0;1;1;1;2014
"Yar";"w";0;1;1;1;2010
"Yara";"w";2;4;4;1;2010
"Yara";"w";2;4;7;1;2011
"Yara";"w";2;4;2;1;2012
"Yara";"w";2;4;4;1;2013
"Yara";"w";2;4;2;1;2014
"Yara";"w";2;4;6;1;2015
"Yara";"w";2;4;3;1;2016
"Yara";"w";2;4;5;1;2017
"Yara";"w";2;4;3;1;2018
"Yaran";"m";0;1;1;1;2014
"Yared";"m";0;1;1;1;2012
"Yaren";"m";0;1;1;1;2011
"Yaren";"m";0;1;1;1;2018
"Yaren";"w";2;4;4;1;2010
"Yaren";"w";2;4;3;1;2011
"Yaren";"w";2;4;3;1;2012
"Yaren";"w";2;4;10;1;2013
"Yaren";"w";2;4;5;1;2014
"Yaren";"w";2;4;5;1;2015
"Yaren";"w";2;4;6;1;2016
"Yaren";"w";2;4;3;1;2017
"Yaren";"w";2;4;3;1;2018
"Yari";"m";1;1;1;1;2012
"Yari";"m";1;1;1;1;2013
"Yari";"m";1;1;3;1;2016
"Yarie";"w";0;1;1;1;2013
"Yarne";"w";0;1;1;1;2012
"Yaron";"m";0.5;1;1;1;2010
"Yaron";"m";0.5;1;1;1;2012
"Yaron";"m";0.5;1;2;1;2014
"Yaron";"m";0.5;1;1;1;2015
"Yaron";"m";0.5;1;1;1;2016
"Yaron";"m";0.5;1;4;1;2017
"Yaron";"m";0.5;1;1;1;2018
"Yasın";"m";0;1;1;1;2017
"Yasan";"m";0;1;1;1;2018
"Yasar";"m";0.5;1;1;1;2010
"Yasar";"m";0.5;1;2;1;2013
"Yasar";"m";0.5;1;1;1;2015
"Yasar";"w";0;1;1;1;2010
"Yasemin";"m";0;1;1;1;2018
"Yasemin";"w";1;1;2;1;2010
"Yasemin";"w";1;1;1;1;2011
"Yasemin";"w";1;1;5;1;2012
"Yasemin";"w";1;1;1;1;2013
"Yasemin";"w";1;1;3;1;2014
"Yasemin";"w";1;1;2;1;2015
"Yasemin";"w";1;1;1;1;2016
"Yasemin";"w";1;1;1;1;2017
"Yasemin";"w";1;1;1;1;2018
"Yaser";"m";0;1;1;1;2013
"Yaser";"m";0;1;1;1;2016
"Yaser";"m";0;1;1;1;2017
"Yaser";"m";0;1;1;1;2018
"Yash";"m";0;1;1;1;2015
"Yash";"m";0;1;1;1;2018
"Yashar";"m";0;1;1;1;2010
"Yashar";"m";0;1;1;1;2012
"Yashar";"m";0;1;1;1;2013
"Yashar";"m";0;1;1;1;2017
"Yashasvi";"m";0;1;1;1;2012
"Yasho";"m";0;1;1;1;2018
"Yasin";"m";5;15;15;1;2010
"Yasin";"m";5;15;15;1;2011
"Yasin";"m";5;15;17;1;2012
"Yasin";"m";5;15;10;1;2013
"Yasin";"m";5;15;13;1;2014
"Yasin";"m";5;15;15;1;2015
"Yasin";"m";5;15;19;1;2016
"Yasin";"m";5;15;10;1;2017
"Yasin";"m";5;15;5;1;2018
"Yasin-Ismail";"m";0;1;1;1;2015
"Yasini";"m";0;1;1;1;2012
"Yasir";"m";1;1.5;1;1;2010
"Yasir";"m";1;1.5;2;1;2011
"Yasir";"m";1;1.5;2;1;2012
"Yasir";"m";1;1.5;2;1;2013
"Yasir";"m";1;1.5;3;1;2015
"Yasir";"m";1;1.5;1;1;2016
"Yasir";"m";1;1.5;1;1;2017
"Yasir";"m";1;1.5;1;1;2018
"Yasmin";"w";1;7;5;1;2010
"Yasmin";"w";1;7;7;1;2011
"Yasmin";"w";1;7;6;1;2012
"Yasmin";"w";1;7;7;1;2013
"Yasmin";"w";1;7;7;1;2014
"Yasmin";"w";1;7;21;1;2015
"Yasmin";"w";1;7;10;1;2016
"Yasmin";"w";1;7;7;1;2017
"Yasmin";"w";1;7;4;1;2018
"Yasmina";"w";0.25;2;2;1;2011
"Yasmina";"w";0.25;2;2;1;2015
"Yasmina";"w";0.25;2;2;1;2017
"Yasmina";"w";0.25;2;1;1;2018
"Yasminah";"w";0;1;1;1;2017
"Yasmine";"w";1.5;2;1;1;2010
"Yasmine";"w";1.5;2;3;1;2011
"Yasmine";"w";1.5;2;1;1;2013
"Yasmine";"w";1.5;2;4;1;2014
"Yasmine";"w";1.5;2;1;1;2016
"Yasmine";"w";1.5;2;2;1;2017
"Yasmine";"w";1.5;2;2;1;2018
"Yasna";"w";0;1;1;1;2016
"Yass";"m";0;1;1;1;2011
"Yassa";"m";0;1;1;1;2014
"Yassamine";"w";0;1;1;1;2013
"Yassemin";"w";0;1;1;1;2017
"Yassen";"m";0;1;1;1;2017
"Yasser";"m";0;1;1;1;2011
"Yasser";"m";0;1;1;1;2016
"Yassin";"m";1;4;4;1;2010
"Yassin";"m";1;4;4;1;2011
"Yassin";"m";1;4;4;1;2012
"Yassin";"m";1;4;5;1;2013
"Yassin";"m";1;4;3;1;2014
"Yassin";"m";1;4;7;1;2015
"Yassin";"m";1;4;6;1;2016
"Yassin";"m";1;4;3;1;2017
"Yassin";"m";1;4;5;1;2018
"Yassine";"m";1;1;2;1;2010
"Yassine";"m";1;1;1;1;2012
"Yassine";"m";1;1;4;1;2013
"Yassine";"m";1;1;2;1;2014
"Yassine";"m";1;1;1;1;2015
"Yassine";"m";1;1;1;1;2017
"Yassine";"m";1;1;1;1;2018
"Yassir";"m";0;1;1;1;2010
"Yassir";"m";0;1;1;1;2011
"Yassir";"m";0;1;1;1;2013
"Yassir";"m";0;1;5;1;2015
"Yassir";"m";0;1;1;1;2016
"Yassir";"m";0;1;1;1;2017
"Yassmin";"w";0;1;1;1;2010
"Yassmin";"w";0;1;1;1;2014
"Yassmin";"w";0;1;1;1;2016
"Yassu";"m";0;1;1;1;2015
"Yaszmira";"w";0;1;1;1;2015
"Yatandou";"w";0;1;1;1;2012
"Yau";"w";0;1;1;1;2013
"Yavor";"m";0;1;1;1;2018
"Yavuz";"m";1;2;2;1;2010
"Yavuz";"m";1;2;3;1;2011
"Yavuz";"m";1;2;2;1;2012
"Yavuz";"m";1;2;1;1;2013
"Yavuz";"m";1;2;2;1;2014
"Yavuz";"m";1;2;3;1;2015
"Yavuz";"m";1;2;4;1;2016
"Yavuz";"m";1;2;2;1;2017
"Yavuz";"m";1;2;1;1;2018
"Yavuz";"w";0;1;1;1;2014
"Yaw";"m";0;1;1;1;2010
"Yaw";"m";0;1;1;1;2011
"Yawa";"w";0.5;1.5;2;1;2010
"Yawa";"w";0.5;1.5;1;1;2015
"Yaxkin";"m";0;1;1;1;2013
"Yayan";"w";0;1;1;1;2012
"Yazan";"m";0;1;1;1;2013
"Yazan";"m";0;1;1;1;2014
"Yazan";"m";0;1;1;1;2015
"Yazan";"m";0;1;1;1;2016
"Yazan";"m";0;1;1;1;2017
"Yazan";"m";0;1;2;1;2018
"Yazdan";"m";0;1;1;1;2012
"Yazdan";"m";0;1;1;1;2018
"Yazel";"w";0.5;1.5;2;1;2012
"Yazel";"w";0.5;1.5;1;1;2013
"Yazn";"m";0;1;1;1;2017
"Yda";"w";0;1;1;1;2015
"Ye";"m";0;1;1;1;2010
"Ye";"w";0;1;1;1;2010
"Yeşim";"w";0;1;1;1;2010
"Yebin";"w";0;1;1;1;2012
"Yee";"w";0;1;1;1;2017
"Yeganeh";"w";0;1;1;1;2015
"Yegor";"m";0;2;2;1;2010
"Yehudit-Dwora";"w";0;1;1;1;2010
"Yekta";"w";0;1;1;1;2016
"Yelda";"w";0;1;1;1;2010
"Yelda";"w";0;1;1;1;2011
"Yelda";"w";0;1;1;1;2012
"Yelda";"w";0;1;2;1;2013
"Yelda";"w";0;1;1;1;2014
"Yelda";"w";0;1;1;1;2016
"Yelena";"w";0;1;1;1;2010
"Yeliz";"w";1;2;3;1;2010
"Yeliz";"w";1;2;1;1;2011
"Yella";"w";0.25;1;1;1;2012
"Yella";"w";0.25;1;2;1;2014
"Yella";"w";0.25;1;1;1;2016
"Yella";"w";0.25;1;1;1;2017
"Yemen";"w";0;1;1;1;2017
"Yemisi";"w";0;1;1;1;2013
"Yen";"w";0;1;1;1;2015
"Yenal";"m";0;1;1;1;2010
"Yener";"m";0;1;1;1;2014
"Yengo-Mpela";"w";0;1;1;1;2013
"Yentuno";"m";0;1;1;1;2014
"Yeon";"m";0;1;1;1;2012
"Yeri";"w";0;1;1;1;2014
"Yerivan";"w";0;1;1;1;2010
"Yero";"m";0;1;1;1;2014
